,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
15221,E01015689,0.057,0.06,2.371,26.173
15222,E01015690,0.049,0.044,4.411,20.411
15223,E01015691,0.108,0.066,11.081,19.896
15224,E01015692,0.159,0.103,26.453,18.638
15225,E01015693,0.049,0.043,9.921,26.426
15226,E01015694,0.08,0.052,13.49,22.491
15227,E01015695,0.082,0.053,9.412,26.046
15228,E01015696,0.064,0.04,8.785,25.565
15229,E01015697,0.053,0.036,7.055,17.104
15230,E01015698,0.218,0.131,28.865,37.442
15231,E01015699,0.222,0.157,43.548,36.879
15232,E01015700,0.147,0.074,15.77,26.97
15233,E01015701,0.223,0.107,37.045,29.524
15234,E01015702,0.233,0.128,31.97,30.347
15235,E01015703,0.236,0.168,54.865,27.514
15236,E01015704,0.228,0.124,43.129,30.302
15237,E01015705,0.223,0.099,40.59,38.801
15238,E01015706,0.063,0.041,8.574,28.093
15239,E01015707,0.044,0.044,9.473,34.688
15240,E01015708,0.05,0.038,4.846,30.408
15241,E01015709,0.059,0.055,8.358,32.593
15242,E01015710,0.049,0.038,12.879,23.881
15243,E01015711,0.148,0.091,29.901,23.19
15244,E01015712,0.117,0.063,22.192,27.981
15245,E01015713,0.154,0.101,29.642,38.523
15246,E01015714,0.089,0.07,20.531,32.701
15247,E01015715,0.198,0.114,32.761,36.651
15248,E01015716,0.202,0.15,25.466,32.988
15249,E01015717,0.109,0.071,28.455,28.237
15250,E01015718,0.079,0.071,11.678,32.684
15251,E01015719,0.062,0.045,23.434,22.715
15252,E01015720,0.247,0.166,38.634,36.589
15253,E01015721,0.09,0.063,19.627,20.352
15254,E01015722,0.109,0.064,25.529,29.832
15255,E01015723,0.094,0.076,21.588,33.413
15256,E01015724,0.143,0.075,29.441,35.009
15257,E01015725,0.263,0.113,45.372,28.151
15258,E01015726,0.296,0.172,49.424,28.959
15259,E01015727,0.236,0.092,34.735,36.214
15260,E01015728,0.188,0.087,33.447,38.774
15261,E01015729,0.227,0.153,48.671,38.54
15262,E01015730,0.174,0.088,38.629,32.047
15263,E01015731,0.179,0.1,39.291,28.381
15264,E01015732,0.295,0.189,38.134,41.395
15265,E01015733,0.237,0.161,44.132,31.02
15266,E01015734,0.115,0.078,19.216,33.463
15267,E01015735,0.204,0.127,33.928,44.921
15268,E01015736,0.299,0.201,39.104,35.627
15269,E01015737,0.189,0.13,35.779,31.382
15270,E01015738,0.133,0.113,23.353,46.077
15271,E01015739,0.087,0.047,24.831,35.536
15272,E01015740,0.091,0.057,9.128,36.759
15273,E01015741,0.189,0.13,43.357,34.376
15274,E01015742,0.101,0.062,30.692,28.212
15275,E01015743,0.176,0.122,41.429,37.039
15276,E01015744,0.19,0.155,22.269,28.011
15277,E01015745,0.065,0.062,5.205,30.045
15278,E01015746,0.089,0.087,17.425,34.821
15279,E01015747,0.047,0.036,5.702,35.514
15280,E01015748,0.112,0.1,18.461,25.023
15281,E01015749,0.297,0.196,37.211,28.537
15282,E01015750,0.13,0.085,23.438,25.575
15283,E01015751,0.16,0.115,24.933,23.553
15284,E01015752,0.128,0.084,29.962,29.19
15285,E01015753,0.095,0.068,21.001,38.796
15286,E01015754,0.286,0.168,42.667,32.79
15287,E01015755,0.136,0.078,17.352,24.62
15288,E01015756,0.171,0.102,20.858,25.56
15289,E01015757,0.209,0.17,33.417,27.853
15290,E01015758,0.225,0.125,25.945,39.05
15291,E01015759,0.257,0.174,33.746,27.71
15292,E01015760,0.254,0.198,33.836,27.672
15293,E01015761,0.173,0.127,34.06,24.546
15294,E01015762,0.096,0.063,17.809,24.537
15295,E01015763,0.114,0.085,19.08,25.393
15296,E01015764,0.07,0.067,16.83,15.272
15297,E01015765,0.193,0.111,29.285,27.083
15298,E01015766,0.106,0.064,17.516,20.265
15299,E01015767,0.104,0.065,19.539,23.203
15300,E01015768,0.103,0.079,19.064,18.61
15301,E01015769,0.147,0.098,33.79,36.302
15302,E01015770,0.051,0.052,14.485,30.735
15303,E01015771,0.412,0.229,43.752,28.55
15304,E01015772,0.272,0.179,41.314,33.861
15305,E01015773,0.272,0.176,51.216,35.03
15306,E01015774,0.237,0.152,44.048,36.82
15307,E01015775,0.072,0.051,14.818,35.535
15308,E01015776,0.17,0.129,25.488,22.479
15309,E01015777,0.095,0.08,15.492,26.671
15310,E01015778,0.065,0.05,13.707,25.809
15311,E01015779,0.267,0.14,44.126,36.333
15312,E01015780,0.084,0.057,15.668,26.775
15313,E01015781,0.156,0.116,28.204,34.819
15314,E01015782,0.144,0.086,21.275,24.894
15315,E01015783,0.203,0.129,35.376,32.109
15316,E01015784,0.164,0.101,35.234,24.49
15317,E01015785,0.148,0.086,18.615,25.353
15318,E01015786,0.15,0.082,29.15,28.874
15319,E01015787,0.213,0.138,32.265,28.021
15320,E01015788,0.201,0.135,48.807,28.602
15321,E01015789,0.274,0.147,42.371,32.705
15322,E01015790,0.1,0.06,23.201,28.517
15323,E01015791,0.162,0.09,32.188,34.086
15324,E01015792,0.099,0.071,25.444,29.711
15325,E01015793,0.103,0.105,9.386,33.005
15326,E01015794,0.204,0.116,42.054,41.298
15327,E01015795,0.146,0.095,40.1,36.863
15328,E01015796,0.131,0.114,20.002,24.767
15329,E01015797,0.048,0.047,6.718,24.37
15330,E01015798,0.144,0.095,25.206,22.973
15331,E01015799,0.049,0.054,16.259,22.451
15332,E01015800,0.069,0.045,18.591,19.233
15333,E01015801,0.205,0.131,30.805,27.892
15334,E01015802,0.257,0.183,34.524,32.972
15335,E01015803,0.064,0.05,25.471,22.842
15336,E01015804,0.14,0.109,26.305,23.866
15337,E01015805,0.048,0.051,12.644,19.548
15338,E01015806,0.051,0.033,11.322,26.931
15339,E01015807,0.189,0.154,34.219,27.814
15340,E01015808,0.072,0.046,16.206,30.583
15341,E01015809,0.033,0.033,13.545,25.823
15342,E01015810,0.159,0.082,18.368,39.975
15343,E01015811,0.037,0.033,12.13,24.129
15344,E01015812,0.04,0.032,17.973,35.75
15345,E01015813,0.157,0.127,23.993,36.368
15346,E01015814,0.121,0.073,18.912,18.764
15347,E01015815,0.062,0.044,6.521,9.83
15348,E01015816,0.11,0.084,20.355,23.931
15349,E01015817,0.062,0.06,16.066,8.123
15350,E01015818,0.104,0.086,25.748,16.952
15351,E01015819,0.149,0.132,30.195,15.764
15352,E01015820,0.265,0.192,55.095,22.442
15353,E01015821,0.093,0.08,15.786,12.376
15354,E01015822,0.054,0.059,9.782,9.048
15355,E01015823,0.094,0.068,8.545,5.594
15356,E01015824,0.315,0.205,42.104,20.105
15357,E01015825,0.176,0.137,28.015,19.358
15358,E01015826,0.071,0.064,21.698,8.254
15359,E01015827,0.066,0.075,4.495,20.097
15360,E01015828,0.228,0.215,20.429,26.542
15361,E01015829,0.068,0.058,5.986,4.713
15362,E01015830,0.029,0.035,2.731,6.495
15363,E01015831,0.117,0.089,19.02,20.509
15364,E01015832,0.12,0.101,4.77,21.998
15365,E01015833,0.054,0.051,13.476,13.018
15366,E01015834,0.063,0.061,17.328,12.266
15367,E01015835,0.148,0.098,28.528,17.114
15368,E01015836,0.056,0.056,22.883,13.297
15369,E01015837,0.082,0.053,30.349,22.764
15370,E01015838,0.056,0.046,12.759,12.131
15371,E01015839,0.172,0.126,38.492,19.825
15372,E01015840,0.238,0.183,37.184,19.519
15373,E01015841,0.3,0.239,47.422,25.954
15374,E01015842,0.474,0.328,76.442,25.628
15375,E01015843,0.183,0.115,28.718,17.571
15376,E01015844,0.265,0.181,27.439,21.422
15377,E01015845,0.051,0.046,4.983,9.756
15378,E01015846,0.052,0.04,5.548,6.914
15379,E01015847,0.079,0.063,10.571,11.988
15380,E01015848,0.075,0.042,8.803,10.361
15381,E01015849,0.089,0.056,15.288,13.884
15382,E01015850,0.043,0.038,4.565,7.507
15383,E01015851,0.164,0.14,15.63,22.904
15384,E01015852,0.337,0.251,44.189,27.027
15385,E01015853,0.145,0.093,12.098,21.552
15386,E01015854,0.171,0.095,33.96,19.544
15387,E01015855,0.221,0.15,28.857,20.281
15388,E01015856,0.152,0.119,19.653,17.612
15389,E01015857,0.052,0.03,9.213,17.607
15390,E01015858,0.054,0.048,8.309,16.648
15391,E01015859,0.123,0.109,21.083,20.946
15392,E01015860,0.065,0.06,13.95,16.583
15393,E01015861,0.238,0.191,35.626,31.418
15394,E01015862,0.146,0.109,24.92,16.406
15395,E01015863,0.118,0.075,23.52,24.745
15396,E01015864,0.073,0.067,24.639,17.501
15397,E01015865,0.102,0.09,34.899,26.909
15398,E01015866,0.072,0.058,26.503,26.245
15399,E01015867,0.27,0.216,61.286,30.689
15400,E01015868,0.181,0.128,45.941,23.486
15401,E01015869,0.178,0.114,42.603,14.317
15402,E01015870,0.116,0.088,29.977,13.743
15403,E01015871,0.127,0.107,41.7,11.972
15404,E01015872,0.134,0.1,32.768,14.394
15405,E01015873,0.148,0.087,22.341,14.625
15406,E01015874,0.119,0.082,26.304,19.716
15407,E01015875,0.271,0.219,41.4,22.578
15408,E01015876,0.056,0.059,13.888,17.347
15409,E01015877,0.213,0.147,34.674,18.506
15410,E01015878,0.109,0.071,14.898,21.792
15411,E01015879,0.273,0.177,41.428,22.052
15412,E01015880,0.302,0.236,66.002,19.783
15413,E01015881,0.104,0.087,20.136,14.446
15414,E01015882,0.209,0.145,44.749,20.127
15415,E01015883,0.04,0.052,3.439,11.866
15416,E01015884,0.161,0.115,26.065,19.017
15417,E01015885,0.02,0.045,5.131,9.916
15418,E01015886,0.365,0.297,68.186,26.258
15419,E01015887,0.28,0.208,58.713,19.798
15420,E01015888,0.115,0.125,20.638,22.523
15421,E01015889,0.032,0.052,5.618,14.19
15422,E01015890,0.037,0.046,3.877,7.911
15423,E01015891,0.165,0.121,19.855,12.347
15424,E01015892,0.058,0.046,12.626,4.31
15425,E01015893,0.035,0.063,6.353,14.96
15426,E01015894,0.047,0.057,9.547,8.225
15427,E01015895,0.39,0.277,52.047,27.948
15428,E01015896,0.249,0.167,36.257,21.183
15429,E01015897,0.27,0.181,46.837,23.657
15430,E01015898,0.249,0.16,33.265,20.394
15431,E01015899,0.189,0.149,34.885,19.366
15432,E01015900,0.186,0.136,35.103,18.922
15433,E01015901,0.133,0.077,32.062,19.768
15434,E01015902,0.185,0.116,32.152,24.687
15435,E01015903,0.153,0.105,21.883,21.453
15436,E01015904,0.118,0.088,17.242,23.78
15437,E01015905,0.132,0.082,20.956,15.288
15438,E01015906,0.173,0.111,26.333,24.316
15439,E01015907,0.168,0.127,28.574,16.208
15440,E01015908,0.02,0.018,2.132,7.648
15441,E01015909,0.058,0.025,5.494,7.546
15442,E01015910,0.019,0.024,2.925,12.102
15443,E01015911,0.028,0.032,4.494,16.599
15444,E01015912,0.045,0.032,4.705,12.843
15445,E01015913,0.073,0.054,7.125,9.743
15446,E01015914,0.024,0.035,6.334,17.542
15447,E01015915,0.051,0.047,10.202,22.057
15448,E01015916,0.369,0.247,64.675,23.584
15449,E01015917,0.26,0.201,58.383,22.455
15450,E01015918,0.134,0.095,23.646,9.631
15451,E01015919,0.109,0.081,24.559,24.068
15452,E01015920,0.068,0.062,11.637,16.148
15453,E01015921,0.173,0.095,32.183,46.697
15454,E01015922,0.2,0.134,53.209,23.354
15455,E01015923,0.151,0.097,41.266,23.869
15456,E01015924,0.138,0.097,46.496,17.073
15457,E01015925,0.079,0.061,31.88,21.122
15458,E01015926,0.143,0.08,30.704,17.172
15459,E01015927,0.19,0.116,37.286,26.067
15460,E01015928,0.134,0.105,33.838,18.895
15461,E01015929,0.225,0.157,44.571,27.163
15462,E01015930,0.123,0.09,31.544,38.972
15463,E01015931,0.272,0.193,39.085,25.047
15464,E01015932,0.256,0.176,63.023,37.564
15465,E01015933,0.134,0.104,42.661,18.778
15466,E01015934,0.224,0.139,59.838,20.791
15467,E01015935,0.19,0.13,48.944,17.694
15468,E01015936,0.153,0.135,43.079,23.146
15469,E01015937,0.098,0.086,24.358,17.741
15470,E01015938,0.262,0.178,37.304,32.74
15471,E01015939,0.058,0.034,10.519,29.331
15472,E01015941,0.052,0.038,9.668,22.629
15473,E01015942,0.088,0.062,13.776,40.087
15474,E01015943,0.061,0.055,23.598,30.946
15475,E01015944,0.047,0.045,19.57,25.609
15476,E01015945,0.083,0.076,30.052,20.294
15477,E01015946,0.059,0.058,23.31,28.307
15478,E01015947,0.157,0.098,38.652,14.958
15479,E01015948,0.13,0.095,32.258,20.745
15480,E01015949,0.09,0.08,34.582,14.383
15481,E01015950,0.094,0.069,23.83,31.41
15482,E01015951,0.15,0.073,25.619,30.944
15483,E01015952,0.128,0.079,26.639,29.82
15484,E01015953,0.097,0.059,21.103,32.09
15485,E01015954,0.238,0.126,28.948,37.336
15486,E01015955,0.057,0.049,20.551,31.696
15487,E01015956,0.136,0.083,18.826,22.295
15488,E01015957,0.14,0.108,33.751,32.233
15489,E01015958,0.176,0.115,33.918,24.028
15490,E01015959,0.153,0.11,27.017,21.615
15491,E01015960,0.077,0.051,12.733,12.939
15492,E01015961,0.095,0.057,20.409,16.247
15493,E01015962,0.165,0.083,21.604,19.34
15494,E01015963,0.247,0.184,35.637,25.951
15495,E01015964,0.075,0.072,19.158,19.494
15496,E01015965,0.047,0.057,25.443,11.12
15497,E01015966,0.069,0.052,23.768,10.763
15498,E01015967,0.071,0.056,17.596,17.584
15499,E01015968,0.088,0.077,16.604,13.955
15500,E01015969,0.09,0.059,18.639,13.993
15501,E01015970,0.043,0.046,15.443,8.548
15502,E01015971,0.187,0.109,34.425,17.686
15503,E01015972,0.144,0.087,27.884,23.238
15504,E01015973,0.171,0.114,40.716,24.154
15505,E01015974,0.063,0.066,20.465,28.522
15506,E01015975,0.144,0.122,29.99,24.418
15507,E01015976,0.203,0.161,47.713,22.944
15508,E01015977,0.048,0.059,18.481,11.682
15509,E01015978,0.044,0.043,25.309,32.036
15510,E01015979,0.04,0.038,13.596,41.628
15511,E01015980,0.058,0.051,13.934,8.671
15512,E01015982,0.043,0.032,5.53,27.793
15513,E01015983,0.059,0.078,29.96,15.569
15514,E01015984,0.064,0.058,29.176,10.16
15515,E01015985,0.097,0.082,36.193,18.064
15516,E01015986,0.214,0.142,38.412,24.735
15517,E01015987,0.194,0.143,44.831,22.984
15518,E01015988,0.198,0.156,44.558,24.01
15519,E01015989,0.116,0.069,29.842,18.168
15520,E01015990,0.131,0.101,40.275,21.447
15521,E01015991,0.068,0.045,18.204,12.952
15522,E01015992,0.115,0.074,26.397,13.724
15523,E01015993,0.127,0.101,38.918,20.095
15524,E01015994,0.122,0.098,32.325,22.77
15525,E01015995,0.041,0.041,20.411,20.072
15526,E01015996,0.142,0.12,33.671,25.528
15527,E01015997,0.032,0.035,23.795,25.93
15528,E01015998,0.053,0.066,24.06,14.234
15529,E01015999,0.038,0.041,21.482,20.108
15530,E01016000,0.068,0.044,24.435,15.885
15531,E01016001,0.048,0.057,27.265,16.473
15532,E01016002,0.038,0.037,19.406,21.988
15533,E01016003,0.16,0.093,33.213,22.82
15534,E01016004,0.28,0.176,54.262,25.167
15535,E01016005,0.193,0.111,50.427,25.058
15536,E01016006,0.361,0.21,56.784,31.438
15537,E01016007,0.334,0.184,82.397,25.212
15538,E01016008,0.161,0.097,34.144,24.81
15539,E01016009,0.233,0.156,49.184,23.351
15540,E01016010,0.312,0.2,84.833,23.387
15541,E01016011,0.142,0.087,35.775,32.349
15542,E01016012,0.127,0.074,25.117,31.208
15543,E01016013,0.104,0.052,14.41,39.94
15544,E01016014,0.209,0.101,34.396,27.952
15545,E01016015,0.117,0.071,25.345,26.808
15546,E01016016,0.201,0.157,23.845,23.113
15547,E01016017,0.271,0.223,30.44,24.859
15548,E01016018,0.201,0.106,49.314,17.154
15549,E01016019,0.23,0.152,57.835,19.606
15550,E01016020,0.227,0.175,25.183,20.39
15551,E01016021,0.167,0.112,24.879,16.321
15552,E01016022,0.168,0.113,24.377,23.184
15553,E01016023,0.34,0.237,81.322,18.729
15554,E01016024,0.236,0.15,48.67,18.272
15555,E01016025,0.227,0.204,27.63,20.731
15556,E01016026,0.043,0.04,15.144,6.33
15557,E01016027,0.05,0.051,17.161,10.659
15558,E01016028,0.072,0.066,15.788,13.557
15559,E01016029,0.105,0.084,22.142,33.982
15560,E01016030,0.194,0.134,29.296,30.08
15561,E01016031,0.311,0.207,42.679,23.191
15562,E01016032,0.343,0.245,76.665,29.964
15563,E01016033,0.403,0.283,61.502,27.449
15564,E01016034,0.111,0.088,17.419,29.526
15565,E01016035,0.259,0.147,41.462,27.207
15566,E01016036,0.11,0.071,44.627,30.01
15567,E01016037,0.165,0.106,38.542,19.912
15568,E01016038,0.154,0.122,38.267,14.733
15569,E01016039,0.167,0.116,40.365,20.237
15570,E01016040,0.165,0.153,36.947,19.141
15571,E01016041,0.201,0.147,32.486,19.228
15572,E01016042,0.174,0.142,28.863,18.07
15573,E01016043,0.156,0.143,23.884,11.414
15574,E01016044,0.166,0.105,26.391,18.155
15575,E01016045,0.144,0.097,25.521,16.317
15576,E01016046,0.184,0.149,20.921,14.18
15577,E01016047,0.162,0.113,22.168,16.226
15578,E01016048,0.134,0.09,23.701,17.685
15579,E01016049,0.254,0.172,44.855,22.502
15580,E01016050,0.022,0.032,8.449,12.23
15581,E01016051,0.028,0.035,5.116,13.369
15582,E01016052,0.022,0.042,8.296,32.659
15583,E01016053,0.045,0.051,8.882,20.928
15584,E01016054,0.024,0.031,5.823,10.323
15585,E01016055,0.126,0.102,35.319,18.563
15586,E01016056,0.112,0.063,29.345,16.904
15587,E01016057,0.09,0.069,26.106,29.671
15588,E01016058,0.071,0.057,15.16,29.837
15589,E01016059,0.202,0.152,54.676,40.784
15590,E01016060,0.048,0.053,16.916,9.93
15591,E01016061,0.273,0.146,56.613,18.572
15592,E01016062,0.281,0.194,50.468,19.516
15593,E01016063,0.324,0.216,55.119,21.795
15594,E01016064,0.24,0.159,33.253,17.737
15595,E01016065,0.112,0.095,26.509,19.573
15596,E01016066,0.172,0.157,47.792,17.69
15597,E01016067,0.163,0.143,35.226,15.045
15598,E01016068,0.252,0.192,56.988,17.086
15599,E01016069,0.296,0.201,65.291,25.373
15600,E01016070,0.132,0.118,47.162,12.479
15601,E01016071,0.187,0.152,53.375,11.142
15602,E01016072,0.148,0.127,29.872,28.299
15603,E01016073,0.047,0.045,9.741,14.974
15604,E01016074,0.132,0.117,41.667,25.926
15605,E01016075,0.106,0.099,29.911,19.518
15606,E01016076,0.084,0.075,21.962,18.599
15607,E01016077,0.145,0.132,43.836,14.266
15608,E01016078,0.087,0.044,23.056,23.474
15609,E01016079,0.075,0.055,19.008,22.225
15610,E01016080,0.097,0.073,28.555,12.632
15611,E01016081,0.039,0.038,14.611,13.935
15612,E01016082,0.055,0.058,18.485,20.872
15613,E01016083,0.288,0.212,69.8,37.782
15614,E01016084,0.168,0.115,48.827,30.353
15615,E01016085,0.029,0.038,11.047,5.453
15616,E01016086,0.044,0.04,7.224,22.065
15617,E01016087,0.068,0.065,11.616,8.812
15618,E01016088,0.141,0.11,20.853,24.757
15619,E01016089,0.08,0.064,14.507,18.444
15620,E01016090,0.042,0.044,14.186,17.565
15621,E01016091,0.043,0.059,8.149,13.847
15622,E01016092,0.055,0.043,11.589,12.242
15623,E01016093,0.04,0.05,7.582,25.711
15624,E01016094,0.05,0.064,14.263,24.315
15625,E01016095,0.075,0.05,11.167,22.701
15626,E01016096,0.058,0.055,14.626,17.126
15627,E01016097,0.131,0.113,28.715,14.002
15628,E01016098,0.199,0.116,27.989,17.216
15629,E01016099,0.052,0.065,20.927,12.039
15630,E01016100,0.138,0.123,30.644,27.612
15631,E01016101,0.061,0.054,16.995,21.994
15632,E01016102,0.217,0.171,52.571,17.491
15633,E01016103,0.05,0.043,18.831,18.15
15634,E01016104,0.047,0.045,17.626,15.159
15635,E01016105,0.054,0.056,13.842,10.329
15636,E01016106,0.058,0.057,18.798,8.901
15637,E01016107,0.057,0.047,16.132,20.739
15638,E01016110,0.154,0.111,28.341,24.29
15639,E01016111,0.407,0.359,43.203,25.627
15640,E01016112,0.047,0.035,9.595,31.83
15641,E01016113,0.077,0.073,13.786,11.275
15642,E01016114,0.211,0.133,22.251,15.755
15643,E01016115,0.168,0.113,25.793,17.324
15644,E01016116,0.174,0.115,21.452,15.847
15645,E01016117,0.237,0.174,29.342,18.878
15646,E01016118,0.088,0.077,19.039,10.32
15647,E01016119,0.07,0.055,9.613,10.591
15648,E01016120,0.183,0.152,37.049,17.26
15649,E01016121,0.056,0.063,17.928,9.889
15650,E01016122,0.047,0.043,10.06,10.455
15651,E01016123,0.067,0.064,23.652,22.549
15652,E01016124,0.076,0.075,19.118,15.756
15653,E01016125,0.092,0.078,16.076,16.583
15654,E01016126,0.061,0.051,9.732,10.229
15655,E01016127,0.121,0.082,19.103,18.61
15656,E01016128,0.155,0.114,34.728,29.001
15657,E01016129,0.184,0.109,34.941,38.166
15658,E01016130,0.09,0.066,4.539,21.406
15659,E01016131,0.087,0.055,2.092,19.795
15660,E01016132,0.046,0.041,5.13,16.366
15661,E01016133,0.037,0.03,10.189,25.721
15662,E01016134,0.093,0.085,21.993,23.788
15663,E01016135,0.103,0.085,26.663,12.491
15664,E01016136,0.176,0.145,38.037,25.811
15665,E01016137,0.159,0.098,30.896,12.663
15666,E01016138,0.034,0.041,16.923,28.801
15667,E01016139,0.064,0.057,19.883,18.243
15668,E01016140,0.188,0.146,30.547,16.273
15669,E01016141,0.117,0.096,28.86,13.639
15670,E01016142,0.071,0.056,30.148,14.515
15671,E01016143,0.143,0.084,22.349,38.45
15672,E01016144,0.045,0.045,14.806,16.03
15673,E01016145,0.041,0.045,15.2,9.587
15674,E01016146,0.159,0.117,28.847,15.024
15675,E01016147,0.047,0.048,14.272,12.415
15676,E01016148,0.063,0.058,14.303,13.686
15677,E01016149,0.108,0.099,34.731,23.607
15678,E01016150,0.202,0.165,51.592,16.026
15679,E01016151,0.109,0.082,23.259,25.497
15680,E01016152,0.215,0.182,48.365,22.104
15681,E01016153,0.286,0.2,66.324,22.534
15682,E01016154,0.14,0.122,33.502,12.525
15683,E01016155,0.176,0.153,50.255,19.49
15684,E01016156,0.105,0.084,32.196,10.868
15685,E01016157,0.147,0.099,37.307,25.713
15686,E01016158,0.095,0.082,29.491,19.649
15687,E01016159,0.273,0.213,47.738,19.488
15688,E01016160,0.228,0.182,53.405,23.526
15689,E01016161,0.27,0.225,53.711,19.595
15690,E01016162,0.067,0.068,22.239,16.01
15691,E01016163,0.131,0.126,34.893,14.268
15692,E01016164,0.173,0.157,45.444,24.632
15693,E01016165,0.084,0.087,23.104,12.12
15694,E01016166,0.084,0.08,28.616,17.758
15695,E01016167,0.101,0.084,22.216,15.478
15696,E01016168,0.184,0.133,29.333,18.533
15697,E01016169,0.064,0.046,18.868,15.26
15698,E01016170,0.072,0.078,25.888,11.667
15699,E01016171,0.227,0.15,47.246,16.869
15700,E01016172,0.038,0.044,11.669,10.379
15701,E01016173,0.195,0.16,37.453,12.792
15702,E01016174,0.1,0.095,17.411,10.773
15703,E01016175,0.056,0.052,10.732,9.917
15704,E01016176,0.034,0.043,9.706,28.813
15705,E01016177,0.117,0.098,25.016,11.483
15706,E01016178,0.091,0.095,15.27,9.907
15707,E01016179,0.059,0.066,8.778,12.093
15708,E01016180,0.06,0.038,23.199,30.506
15709,E01016181,0.025,0.022,5.441,37.453
15710,E01016182,0.032,0.022,4.267,10.282
15711,E01016183,0.027,0.023,5.746,20.289
15712,E01016184,0.031,0.028,4.612,33.453
15713,E01016185,0.043,0.031,3.8,22.641
15714,E01016186,0.047,0.04,10.087,36.247
15715,E01016187,0.025,0.025,1.219,8.065
15716,E01016188,0.027,0.029,4.498,30.566
15717,E01016190,0.093,0.05,11.238,24.819
15718,E01016191,0.079,0.074,24.126,29.891
15719,E01016192,0.076,0.051,11.341,12.775
15720,E01016193,0.066,0.035,15.24,23.497
15721,E01016194,0.015,0.034,3.262,11.547
15722,E01016195,0.066,0.042,16.264,33.003
15723,E01016196,0.025,0.015,13.64,27.09
15724,E01016197,0.113,0.068,27.39,14.173
15725,E01016198,0.048,0.024,8.347,22.129
15726,E01016199,0.021,0.019,6.743,27.207
15727,E01016200,0.04,0.034,13.474,13.731
15728,E01016201,0.047,0.041,9.445,19.547
15729,E01016202,0.038,0.028,13.386,30.513
